PK,NOMBRE,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
190219,Escuela de Tiempo Libre Ceam," Metro: Sierra de Guadalupe (l�nea 1) 
 Bus: 54, 58, 103, 130, 142, 143 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bdb3c7202677f010VgnVCM2000000c205a0aRCRD,ARBOLEDA,CALLE,V,14,MADRID,MADRID,28031,PALOMERAS SURESTE,PUENTE DE VALLECAS,446929,4471018,40.38618765699434,-3.6265643121573676,913 324 009 / 667 368 293,ceam@grupocyae.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
18568,Escuela de Tiempo Libre Censa," Metro: Atocha (l�nea 1), Embajadores (l�nea 3) 
 Bus: 27, 34, 36, 41, 119 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=757f059cb751c010VgnVCM2000000c205a0aRCRD,MARQUES DE LA VALDAVIA,CALLE,V,2,MADRID,MADRID,28012,PALOS DE MOGUER,ARGANZUELA,441046,4473297,40.406321835178936,-3.6960712522158685,915 306 284,censa@escuela-censa.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
190387,Escuela de Tiempo Libre Ceyfe - La Salle, Bus: 161 ,,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6a7cb8c8a659f010VgnVCM1000000b205a0aRCRD,LA SALLE,CALLE,V,8,MADRID,MADRID,28023,VALDEMARIN,MONCLOA-ARAVACA,433908,4479996,40.466140344839694,-3.7808852245278297,917 401 980,ceyfe@lasallecampus.es,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
7727834,Escuela de Tiempo Libre Cruz Roja de la Juventud," Bus: 108, 118 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bbf4532cd19a9410VgnVCM2000000c205a0aRCRD,MUGUET,CALLE,V,7,MADRID,MADRID,28044,BUENAVISTA,CARABANCHEL,436728,4469275,40.369772316245516,-3.746567528118317,913 308 817,escuela28@cruzroja.es,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
7727776,Escuela de Tiempo Libre Dinama," Metro: Plaza de Espa�a (L�neas 10 y 3) 
 Bus: 1, 2, 3, 44, 46, 75, 133, 148 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1fba532cd19a9410VgnVCM2000000c205a0aRCRD,GRAN VIA,CALLE,V,73,MADRID,MADRID,28013,PALACIO,CENTRO,439814,4475170,40.42310629505825,-3.710778923102202,915 914 954,areatecnica@dinama.org,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
29398,Escuela de Tiempo Libre Don Bosco," Metro: Francos Rodr�guez (l�nea 7) 
 Bus: 44, 64, 126, 127, 132 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9a9f059cb751c010VgnVCM2000000c205a0aRCRD,MARIA AUXILIADORA,CALLE,V,9,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,439451,4479023,40.457789320837215,-3.715425578651158,914 500 472,tiempolibre@cesdonbosco.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
18583,Escuela de Tiempo Libre Ealyr," Metro: Moncloa 
 Bus: 1 , 16 , 44 , 46 , 61 , 162 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2daf059cb751c010VgnVCM2000000c205a0aRCRD,CAMINO DE LOS VINATEROS,CALLE,V,108,MADRID,MADRID,28030,MARROQUINA,MORATALAZ,445216,4473475,40.408210696498614,-3.646957050384044,619 405 953,escuelaealyr@gmail.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
190236,Escuela de Tiempo Libre Educadores de Vallecas, Bus: 310  ,,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8302f5177659f010VgnVCM2000000c205a0aRCRD,JAVIER DE MIGUEL,CALLE,V,92,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,444377,4470964,40.38553437820643,-3.6566247401373877,917 788 653,educadores.vallecas@asociaciones.org,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
18584,Escuela de Tiempo Libre Eduma," Metro: Lista (l�nea 4) 
 Bus: 1, 26, 61, 74 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bfbf059cb751c010VgnVCM2000000c205a0aRCRD,ALCANTARA,CALLE,V,34,MADRID,MADRID,28006,LISTA,SALAMANCA,442968,4475808,40.42907631530194,-3.673658910456142,"914 012 502       
914 023 053",info@eduma.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
7727952,Escuela de Tiempo Libre El Desv�n," Bus: 136, 144, 310 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=be7de85fc39a9410VgnVCM2000000c205a0aRCRD,LA DILIGENCIA,CALLE,V,19,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,444630,4470711,40.383272084826984,-3.653622144690099,917 789 320,escuela@desvan.org,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
7727969,Escuela de Tiempo Libre Enfocamp," Metro: San Bernardo (l�neas 2 y 4) y Arg&uuml;elles (l�neas 3, 4 y 6) 
 Bus: 21 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9420e85fc39a9410VgnVCM2000000c205a0aRCRD,ALBERTO AGUILERA,CALLE,V,26,MADRID,MADRID,28015,ARAPILES,CHAMBERI,439884,4475951,40.430146959472346,-3.710027795170064,915 943 776 / 655 446 185 (desde las 18 horas),etl@enfocamp.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
29408,Escuela de Tiempo Libre Escuni," Bus: 34, 35 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d4ef059cb751c010VgnVCM2000000c205a0aRCRD,NUESTRA SE�ORA DE FATIMA,AVENIDA,V,102,MADRID,MADRID,28047,VISTA ALEGRE,CARABANCHEL,436539,4470225,40.378324958335284,-3.748888392258296,"914 651 700         
914 651 921",tiempolibre@escuni.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
190323,Escuela de Tiempo Libre Ideotur," Metro: Goya (l�neas 2 y 4) 
 Bus: 21, 43, 53, 146 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=210cb8c8a659f010VgnVCM1000000b205a0aRCRD,ALCALA,CALLE,V,104,MADRID,MADRID,28009,GOYA,SALAMANCA,442905,4475377,40.42518931716415,-3.6743628005576516,914 311 635,escuelaideotur@ideotur.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
4094,Escuela de Tiempo Libre Intercamp," Metro: Cuatro Caminos (l�neas 1, 2 y 6) 
 Bus: 3, 64, 66, 124, 128 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c97da4ea6871c010VgnVCM1000000b205a0aRCRD,CUATRO CAMINOS,GLORIETA,V,6,MADRID,MADRID,28020,CUATRO CAMINOS,TETUAN,440444,4477857,40.44736647802746,-3.703593496611053,915 540 945,escuela@intercamp.org,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
7727944,Escuela de Tiempo Libre Isadia," Bus: 172, 176 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1efbe85fc39a9410VgnVCM2000000c205a0aRCRD,SIERRA DE ATAPUERCA,CALLE,V,6,MADRID,MADRID,28050,VALVERDE,FUENCARRAL-EL PARDO,443109,4483742,40.500559075674154,-3.672709438638501,912 438 833,info@isadia-aventura.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
5901083,Escuela de Tiempo Libre Je�maros," Metro:  Alvarado (l�nea 1), Cuatro Caminos (l�neas 1, 2 y 6) 
 Bus:  3, 64, 66, 124, 128 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=70afcce8aa30d210VgnVCM2000000c205a0aRCRD,ALMANSA,CALLE,V,15,MADRID,MADRID,28039,BELLAS VISTAS,TETUAN,440326,4478004,40.448673158064935,-3.7050104350535573,,,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
18578,Escuela de Tiempo Libre Jumavi," Metro: Alonos Cano (l�nea 7) 
 Bus: 5, 12  ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f900059cb751c010VgnVCM2000000c205a0aRCRD,JOSE ABASCAL,CALLE,V,30,MADRID,MADRID,28003,ALMAGRO,CHAMBERI,440989,4476825,40.43809962152969,-3.697082746930604,914 453 522,jumavimadrid@hotmail.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
5901363,Escuela de Tiempo Libre Magni," Metro: Alto del Arenal (l�nea 1) 
 Bus:  58, 103, 136, 143 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9cbc49cbec30d210VgnVCM2000000c205a0aRCRD,RAMIREZ TOME,CALLE,V,2,MADRID,MADRID,28038,PORTAZGO,PUENTE DE VALLECAS,444927,4471444,40.38989512548262,-3.6501868309509,910 171 434 - 620 296 413,hola@magni.es,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
7592895,Escuela de Tiempo Libre Maravillas La Salle," Metro: Nuevos Ministerios (l�neas 6, 8 y 10) 
 Bus: 7, 14, 51 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5bdaa4e828c67410VgnVCM1000000b205a0aRCRD,GUADALQUIVIR,CALLE,V,9,MADRID,MADRID,28002,EL VISO,CHAMARTIN,441830,4477781,40.446771076569846,-3.6872550860633133,917 823 500 - 915 617 261,tiempolibre@lasallemaravillas.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
190292,Escuela de Tiempo Libre M�stil," Metro: Almendrales (l�nea 3) 
 Bus: 78 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=129cb8c8a659f010VgnVCM1000000b205a0aRCRD,CRISTO DE LEPANTO,CALLE,V,9,MADRID,MADRID,28026,ALMENDRALES,USERA,440596,4470460,40.38073256709505,-3.70112088802071,658 983 852,info@escuelamastil.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
6337113,Escuela de Tiempo Libre Mirabilia," Metro: Callao (l�neas 3 y 5) 
 Bus: 1, 2, 46, 74, 146, 202 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9660bca7f4ec5310VgnVCM2000000c205a0aRCRD,GRAN VIA,CALLE,V,46,MADRID,MADRID,28013,UNIVERSIDAD,CENTRO,440226,4474875,40.42047855457809,-3.7058947722301565,915 224 902,escuelamirabilia@gmail.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
23510,Escuela de Tiempo Libre Nuestra Se�ora del Recuerdo," Metro: Duque de Pastrana (l�nea 9) 
 Bus: 14 , 70 , 107 , 129 , 174 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1cae7d448b51c010VgnVCM2000000c205a0aRCRD,DUQUE DE PASTRANA,PLAZA,V,5,MADRID,MADRID,28036,CASTILLA,CHAMARTIN,442663,4480194,40.46856646277293,-3.677651132076904,913 022 640,recuerdo@recuerdo.net,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
190305,Escuela de Tiempo Libre Padre Carlos," Metro: Barrio de la Concepci�n (l�nea 7), El Carmen (l�nea 5) 
 Bus: 21, 48, 146 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=39acb8c8a659f010VgnVCM1000000b205a0aRCRD,VIRGEN DEL VAL,CALLE,V,1,MADRID,MADRID,28027,CONCEPCION,CIUDAD LINEAL,444537,4476561,40.43591185786877,-3.6552517011044183,914 041 786,etl@casavirgen.org,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
6336969,Escuela de Tiempo Libre Pandora," Metro:  Lavapi�s (linea 3) 
 Bus: 27, 41, 60, 148 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=300e65c5b1ec5310VgnVCM2000000c205a0aRCRD,EMBAJADORES,CALLE,V,37,MADRID,MADRID,28012,EMBAJADORES,CENTRO,440347,4473507,40.40816366151612,-3.704340049051228,669 541 334,info@kreactiva.net,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
190388,Escuela de Tiempo Libre Pe�as Blancas," Metro: Puerta del Angel (l�nea 6) 
 Bus: 31, 33, 36, 39, 65 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dfbcb8c8a659f010VgnVCM1000000b205a0aRCRD,PORTUGAL,AVENIDA,V,99,MADRID,MADRID,28011,PUERTA DEL ANGEL,LATINA,437971,4474086,40.41320557587259,-3.732396941631139,917 010 131,escuela@penasblancas.net,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
190358,Escuela de Tiempo Libre Rastros," Metro: Guzm�n el Bueno (l�neas 6 y 7) 
 Bus: 2, 45, 202 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=47dcb8c8a659f010VgnVCM1000000b205a0aRCRD,CONDE DE LA CIMERA,CALLE,V,6,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,439452,4477815,40.44690725504787,-3.7152983835182987,915 349 985 ,info@escuelarastros.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
18572,Escuela de Tiempo Libre Scouts de Madrid M.S.C.," Metro: Atocha (l�nea 1) 
 Bus: 6, 26, 32 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5970059cb751c010VgnVCM2000000c205a0aRCRD,ATOCHA,CALLE,V,115,MADRID,MADRID,28012,CORTES,CENTRO,441179,4473736,40.41029500119783,-3.694544671847443,"914 294 321        
",formacion@scoutsdemadrid.org,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
5900366,Escuela de Tiempo Libre Shema," Metro: Marqu�s de Vadillo (l�nea 5) 
 Bus: 34, 35, 118, 119 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=41a57b86c030d210VgnVCM2000000c205a0aRCRD,GENERAL RICARDOS,CALLE,V,21,MADRID,MADRID,28019,OPA�EL,CARABANCHEL,439182,4472208,40.39637721346998,-3.717944871579785,666 150 395,escuelashema@yahoo.es,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
5901381,Escuela de Tiempo Libre Ymca, Bus:  108 ,,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=776049cbec30d210VgnVCM2000000c205a0aRCRD,ALBA DE TORMES,CALLE,V,10,MADRID,MADRID,28025,PUERTA BONITA,CARABANCHEL,436966,4470168,40.37783493210303,-3.743852841171442,915 251 676,eatl@ymca.es,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
4933091,Escuela de Tiempo Libre Zape," Metro: Vista Alegre (l�nea 5) 
 Bus: 55 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6eacb1da53d5a110VgnVCM1000000b205a0aRCRD,OCA,CALLE,V,25,MADRID,MADRID,28025,VISTA ALEGRE,CARABANCHEL,437699,4471475,40.38966420741883,-3.735346614198339,667 368 588 / 675 248 459,escuelazape@gmail.com,/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre
6825,Escuela Diplom�tica," Metro: Metropolitano (l�nea 6)  Bus: F, C, 44 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee9da4ea6871c010VgnVCM1000000b205a0aRCRD,JUAN XXIII,PASEO,V,5,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,439138,4477729,40.44610956296358,-3.718992639461322,913 796 935,escuela.diplomatica@maec.es,/contenido/entidadesYorganismos/CentrosEnse�anzaEspecializada
52926,Escuela Internacional de Negocios Aliter," Metro: Nuevos Ministerios (l�neas 6, 8, 10), Rep�blica Argentina (l�nea 6)  Bus: 7, 14, 16, 19, 27, 40, 51, 126, 147, 150, C 1, C 2, L 6, L 8 ",  Titulaciones     MBA en Direcci�n de Empresas Vitivin�colas   Master en Biotecnolog�a   Master en Direcci�n de Empresas de Biotecnolog�a   Master en Innovaci�n Disruptiva   Master en Nanotecnolog�a   Master en Relaciones Internacionales y Comercio Exterior   Master en Biotecnolog�a. Modalidad Online   Master en Redes Sociales  Master en Relaciones Internacionales y Comercio Exterior. Modalidad Online   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f26e7589f451c010VgnVCM1000000b205a0aRCRD,MAESTRO RIPOLL,CALLE,V,18,MADRID,MADRID,28006,EL VISO,CHAMARTIN,441701,4477460,40.443870379248374,-3.688734879039249,"915 614 880   
",aliter@aliter.org,/contenido/entidadesYorganismos/CentrosEnse�anzaEspecializada
122341,Escuela Internacional de Negocios Cerem," Metro: Sevilla (l�nea 2)  Bus: 10, 14, 27, 34, 37, 45 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=49168899fc81c010VgnVCM1000000b205a0aRCRD,CEDACEROS,CALLE,V,11,MADRID,MADRID,28014,CORTES,CENTRO,440867,4474469,40.41687607562783,-3.69828987990395,"914 292 212 / 615 409 419  
",info@cerem.es,/contenido/entidadesYorganismos/CentrosEnse�anzaEspecializada
81780,Escuela municipal de arte dram�tico," Metro: Bilbao , Alonso Mart�nez , Tribunal Bus: 3 , 21 , 37 , 40 , 147 , 149 ","  ENSE�ANZA  
 
 Nivel Superior (3 cursos): Interpretaci�n - Voz - Expresi�n corporal - An�lisis de texto teatral - Teatro cl�sico espa�ol - Ortofon�a y dicci�n - Voz y Canto - Expresi�n corporal II - An�lisis de texto teatral II. 
 Formaci�n teatral b�sica (junior, senior y adulto): Interpretaci�n - Voz - Expresi�n corporal. 
 Grupos para ni�os (alev�n e infantil): Iniciaci�n al teatro - Juego esc�nico. 
 
  REQUISITOS DE EDAD  
 
 Nivel Superior y Senior: de 15 a�os en adelante. 
 Junior: de 12 a 14 a�os. 
 Infantil: de 9 a 11 a�os. 
 Alev�n: de 6 a 8 a�os. 
 
 M�s informaci�n en: 
  Escuela municipal de arte dram�tico  ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5b184291ae91f010VgnVCM2000000c205a0aRCRD,MEJIA LEQUERICA,CALLE,V,21,MADRID,MADRID,28004,JUSTICIA,CENTRO,440775,4475710,40.4280399538175,-3.699501702258276,91 594 49 98,artedramatico@madrid.es,/contenido/entidadesYorganismos/CentrosEnse�anzasArtisticas/ConservatoriosEscuelasMusicaDanza
4569173,Escuela municipal de m�sica Almudena Cano (Arganzuela),"METRO: Atocha BUS: 19, 27, 34, 45, 47, 55, 247 ","   Caracter�sticas de la escuela   La capacidad m�xima es de 440 plazas.  Cuenta con 10 aulas, de las que 3 se dedican a asignaturas te�ricas y 7 a instrumentales.  Tiene, asimismo, un Sal�n de Actos con capacidad para, aproximadamente, 150  personas.    Asignaturas  Ver en documentaci�n asociada las asignaturas que se imparten.  ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0e943e9343652110VgnVCM1000000b205a0aRCRD,TORTOSA,PASAJE,V,4,MADRID,MADRID,28045,PALOS DE MOGUER,ARGANZUELA,441348,4473231,40.40574857350412,-3.6925180494110386,"915 062 722                   
(de 17 a 20 horas)",emarganzuela@madrid.es,/contenido/entidadesYorganismos/CentrosEnse�anzasArtisticas/ConservatoriosEscuelasMusicaDanza
6698,Escuela municipal de m�sica Antonio Machado (San Blas-Canillejas)," Bus: 4 , 106, 140   Metro: Alsacia ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3fefa4ea6871c010VgnVCM1000000b205a0aRCRD,SAN ROMAN DEL VALLE,CALLE,V,8,MADRID,MADRID,28037,ARCOS,SAN BLAS-CANILLEJAS,447365,4474799,40.42027705095574,-3.621741078700336,"917 757 472                     
(de 17 a 20 horas)",emamachado@madrid.es,/contenido/entidadesYorganismos/CentrosEnse�anzasArtisticas/ConservatoriosEscuelasMusicaDanza
4953904,Escuela municipal de m�sica Isaac Alb�niz (Carabanchel)," Metro: La Peseta Bus: 35, 47 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c048bfcfa63ea110VgnVCM2000000c205a0aRCRD,LONJA DE LA SEDA,CALLE,V,4,MADRID,MADRID,28054,BUENAVISTA,CARABANCHEL,435979,4468864,40.366012559408354,-3.7553478337291613,"915 117 273              
(de 17 a 20 horas)",emisaacalbeniz@madrid.es,/contenido/entidadesYorganismos/CentrosEnse�anzasArtisticas/ConservatoriosEscuelasMusicaDanza
141421,Escuela municipal de m�sica Manuel V�zquez Montalb�n (Tetu�n),"Metro: Francos Rodr�guez Bus: 44 , 64 , 126, 127 , 128 , 132",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ff34ba61e681c010VgnVCM1000000b205a0aRCRD,FRANCOS RODRIGUEZ,CALLE,V,67,MADRID,MADRID,28039,BELLAS VISTAS,TETUAN,439865,4478987,40.45749513485957,-3.710539712535917,"913 118 748                  
(de 17 a 20 horas)",emmvmontalban@madrid.es,/contenido/entidadesYorganismos/CentrosEnse�anzasArtisticas/ConservatoriosEscuelasMusicaDanza
4953973,Escuela municipal de m�sica y danza Pl�cido Domingo (Retiro)," Metro: Pac�fico Bus: 24, 37, 54, 57, 141 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c833bfcfa63ea110VgnVCM2000000c205a0aRCRD,TELLEZ,CALLE,V,31,MADRID,MADRID,28007,PACIFICO,RETIRO,442527,4472728,40.401299659267984,-3.678578804960757,"914 338 558              
(de 17 a 20 horas)",emplacidodomingo@madrid.es,/contenido/entidadesYorganismos/CentrosEnse�anzasArtisticas/ConservatoriosEscuelasMusicaDanza
6031698,Escuela municipal de m�sica  El Capricho (Barajas)," BUS: 101 , 105, 151  METRO: El Capricho ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3e524bc86474f210VgnVCM1000000b205a0aRCRD,JOAQUIN IBARRA,CALLE,NUM,28,MADRID,MADRID,28042,ALAMEDA DE OSUNA,BARAJAS,449724,4478889,40.4572685449013,-3.594259736681548,"917 420 634        
(de 17 a 20 horas)",emcapricho@madrid.es,/contenido/entidadesYorganismos/CentrosEnse�anzasArtisticas/ConservatoriosEscuelasMusicaDanza
125019,Escuela municipal de m�sica Carmelo Alonso Bernaola (Fuencarral-El Pardo)," Metro: Bego�a  Bus: 66 , 124 ,137  ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9f368899fc81c010VgnVCM1000000b205a0aRCRD,SOTO PALACIOS,AVENIDA,V,7,MADRID,MADRID,28034,VALVERDE,FUENCARRAL-EL PARDO,442097,4482432,40.48876867947374,-3.6845918447368597,"913 340 931                 
(de 17 a 20 horas)",embernaola@madrid.es,/contenido/entidadesYorganismos/CentrosEnse�anzasArtisticas/ConservatoriosEscuelasMusicaDanza
190712,Escuela municipal de m�sica de Vic�lvaro,"Metro: Valdebernardo Bus: 8 , 71 , 130",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fa838300a3a30110VgnVCM1000000b205a0aRCRD,INDALECIO PRIETO,BULEVAR,V,16,MADRID,MADRID,28032,CASCO H.VICALVARO,VICALVARO,447406,4472778,40.40207320657617,-3.621090403479105,"913 713 317                 
(de 17 a 20 horas)",emvicalvaro@madrid.es,/contenido/entidadesYorganismos/CentrosEnse�anzasArtisticas/ConservatoriosEscuelasMusicaDanza
6687,Escuela municipal de m�sica Federico Chueca (Hortaleza)," Metro: Pinar del Rey Bus: 73, 87 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db30a4ea6871c010VgnVCM1000000b205a0aRCRD,BENITA AVILA,CALLE,V,23,MADRID,MADRID,28043,CANILLAS,HORTALEZA,444954,4479837,40.46550570624769,-3.650596897631368,"917 593 235                
(de 17 a 20 horas)",emfchueca@madrid.es,/contenido/entidadesYorganismos/CentrosEnse�anzasArtisticas/ConservatoriosEscuelasMusicaDanza
